portal,portal_property_id,url,canonical_url,title,price,currency,expenses,expenses_currency,address,neighborhood,publisher_name,covered_area,semi_covered_area,total_area,rooms,bedrooms,bathrooms,age,parking_count,condition,orientation,floor,amenities,publication_date,description,detail_fetched,raw_data
demo-a,demo-00442,https://demo-a.example/aviso/demo-00442,https://demo-a.example/aviso/demo-00442,Departamento 1 ambientes en Palermo,136000,USD,403000,ARS,"Nicaragua 4699, Piso 3","Palermo, Capital Federal",Grupo Arcos,36.2,,36.2,1,0,1,25,0,Muy Bueno,,3,"sum, pileta, solarium",2026-08-16,"Departamento de 1 ambiente en Nicaragua al 4600, Palermo. Con 36 m² cubiertos, muy buen estado y 25 años de antigüedad. Se encuentra en piso 3, con acceso a sum, pileta y solarium. Ideal para quienes buscan un espacio funcional en una zona bien conectada, con todos los servicios cerca. Sin cochera.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00443,https://demo-a.example/aviso/demo-00443,https://demo-a.example/aviso/demo-00443,Departamento 4 ambientes en Palermo,237000,USD,,,"Nicaragua 497, Piso 4","Palermo, Capital Federal",Casa Nueva Negocios Inmobiliarios,113.7,5,118.7,4,3,2,70,0,Bueno,Interno,4,,2026-08-26,"Departamento de 4 ambientes en pleno corazón de Palermo, sobre la calle Nicaragua al 400. Se trata de una unidad interna muy luminosa, en buen estado general, ideal para quien busca un lugar tranquilo y bien conectado. Con 114 m² cubiertos más 5 m² de balcón terraza, el living se destaca por su amplitud y la cocina conserva detalles de época que le dan un toque especial.

Son 3 dormitorios y 2 baños, todos en el piso 4, con una distribución que aprovecha cada rincón sin desperdiciar metros. Al tener 70 años de antigüedad, el edificio mantiene la impronta clásica de la zona, con un hall de entrada que ya dice que estás en Palermo. La zona es inmejorable: a metros de bares, plazas y subtes, con la vida barrial bien porteña. No tiene cochera ni amenities, pero la ubicación lo compensa con creces. Un dos ambientes con receso, para que sepas que el valor está en el barrio y en la planta.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00444,https://demo-a.example/aviso/demo-00444,https://demo-a.example/aviso/demo-00444,Departamento 4 ambientes en Belgrano,647000,USD,,,Echeverría 4205,"Belgrano, Capital Federal",Estudio Lacroze,160.0,3,163.0,4,3,3,15,0,Bueno,,8,"parrilla, pileta, laundry, solarium, gimnasio",2026-07-28,"Departamento en venta en Belgrano, sobre Echeverría al 4200. Son 4 ambientes distribuidos en 3 dormitorios y 3 baños, con 160 m² cubiertos más un balcón terraza de 3 m². El edificio tiene 15 años de antigüedad y está en buen estado general, con ascensor. No incluye cochera, pero cuenta con amenities como parrilla, pileta, laundry, solarium y gimnasio. Una opción muy práctica para quien busca espacio y comodidades en una zona bien conectada del barrio.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00445,https://demo-b.example/aviso/demo-00445,https://demo-b.example/aviso/demo-00445,Departamento 3 ambientes en Palermo,312000,USD,240000,ARS,"Thames 4008, Piso 7","Palermo, Capital Federal",Casa Nueva Negocios Inmobiliarios,100.5,,100.5,3,2,1,12,0,Muy Bueno,Interno,7,"gimnasio, pileta, solarium, seguridad 24 h, sum",2026-07-07,"Departamento de 3 ambientes en Palermo, sobre Thames al 4000, piso 7. Es una unidad interna de 100 m² cubiertos, con muy buen estado y 12 años de antigüedad. Cuenta con dos dormitorios, un baño completo y está pensado para quienes valoran la tranquilidad sin renunciar a la ubicación. El edificio ofrece gimnasio, pileta, solarium, seguridad las 24 horas y salón de usos múltiples. Sin cochera. Ideal como vivienda o inversión.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00446,https://demo-a.example/aviso/demo-00446,https://demo-a.example/aviso/demo-00446,Departamento 3 ambientes en Belgrano,212000,USD,,,Migueletes 3368,"Belgrano, Capital Federal",Grupo Arcos,88.4,3,91.4,3,2,1,,0,Excelente,Frente,,,2026-07-23,"Departamento de 3 ambientes al frente en venta en el barrio de Belgrano, sobre Migueletes al 3300. Se trata de una unidad de 88 m² cubiertos más 3 m² de balcón terraza, distribuida en dos dormitorios y un baño. El edificio cuenta con ascensor y la propiedad no incluye cochera ni amenities.

Es una opción ideal para quienes buscan un tres ambientes bien ubicado y funcional. Si te interesa, no dudes en escribirnos y coordinamos una visita sin compromiso. Te esperamos.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00447,https://demo-b.example/aviso/demo-00447,https://demo-b.example/aviso/demo-00447,Departamento 3 ambientes en Belgrano,213000,USD,,,Migueletes 3300,"Belgrano, Capital Federal",Sur & Asociados,90.7,3,93.7,3,2,1,40,0,Excelente,Frente,,,2026-07-13,"Departamento de tres ambientes en Belgrano, sobre Migueletes al 3300, al frente, con una superficie total de 94 m² (91 cubiertos más 3 m² de balcón terraza). Cuenta con dos dormitorios, un baño completo y un living comedor de buena proporción. A pesar de sus 40 años de antigüedad, se encuentra en excelente estado, listo para habitar sin necesidad de reformas inmediatas. La ubicación es privilegiada, cerca de todos los servicios y a metros de los principales puntos de la zona. Ideal para quienes buscan un hogar clásico en un barrio tradicional. No incluye cochera ni amenities.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": ""demo-00446""}"
demo-b,demo-00448,https://demo-b.example/aviso/demo-00448,https://demo-b.example/aviso/demo-00448,Departamento 1 ambientes en Belgrano,102000,USD,,,Ciudad de la Paz 2133,"Belgrano, Capital Federal",Sur & Asociados,33.8,,33.8,,,,,,,,,"parrilla, laundry, pileta, seguridad 24 h, solarium",2026-07-25,"Departamento a estrenar en pleno Belgrano, sobre Ciudad de la Paz al 2100, una de las zonas más buscadas de la Ciudad. Se trata de un luminoso 1 ambiente al contrafrente, piso 4, con baño en excelente estado y 34 m² de superficie cubierta bien aprovechados. Ideales para quienes buscan su primera vivienda o una inversión segura en un edificio con amenities de nivel.

El desarrollo cuenta con seguridad 24 horas, pileta, solarium, parrilla y laundry, pensados para que te olvides de todo y disfrutes la ubicación estratégica: cerca de verde, subtes y toda la oferta comercial de Belgrano. Al estar al contrafrente, se garantiza silencio y tranquilidad, un lujo difícil de conseguir en la ciudad. Es una oportunidad única para estrenar un dos ambientes de calidad sin necesidad de reformas, en una propiedad moderna y lista para habitar.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00449,https://demo-a.example/aviso/demo-00449,https://demo-a.example/aviso/demo-00449,Departamento 4 ambientes en Belgrano,261000,USD,357000,ARS,Ciudad de la Paz 1922,"Belgrano, Capital Federal",Sur & Asociados,104.1,3,107.1,,,,,,,,,"parrilla, seguridad 24 h",2026-08-12,"Departamento de 4 ambientes en pleno Belgrano, sobre Ciudad de la Paz al 1900, una zona con salidas a mano y mucho verde cerca. Se trata de una unidad **al frente**, muy luminosa y en **muy buen estado**, lista para habitar sin vueltas. Son 104 m² cubiertos más 3 m² de balcón/terraza, con una distribución que aprovecha cada metro: 3 dormitorios bien separados y 3 baños completos, algo difícil de conseguir por esta zona.

El edificio cuenta **con ascensor** y seguridad 24 horas, un plus que suma tranquilidad. También tiene parrilla en el SUM para cuando quieras juntarte sin moverte de tu casa. No incluye cochera, pero al estar tan bien ubicado te manejás caminando o en bondi para todos lados. Ideal para familia que busca comodidad, o para aquellos que quieren un buen departamento con espacios amplios y un toque de aire libre. Se destaca el estado impecable y la zona, que es de las más buscadas de la Ciudad.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00450,https://demo-b.example/aviso/demo-00450,https://demo-b.example/aviso/demo-00450,Departamento 2 ambientes en Belgrano,197000,USD,213000,ARS,Juramento 2644,"Belgrano, Capital Federal",Mirador Propiedades,46.1,8,54.1,,,,,,,,,"gimnasio, seguridad 24 h",2026-08-03,"Departamento de 2 ambientes en Belgrano, sobre Juramento al 2600, al frente, con muy buena luz y ventilación. Cuenta con 46 m² cubiertos más un balcón terraza de 8 m², ideal para disfrutar al aire libre sin salir de casa. El living comedor es amplio y la cocina está integrada. El dormitorio tiene buena dimensión y el baño está completo. El inmueble está en buen estado general, listo para habitar o para invertir. El edificio ofrece amenities como gimnasio y seguridad 24 horas, lo que suma tranquilidad y comodidad. Sin cochera. Una oportunidad en una zona con todos los servicios, cerca de subtes, colectivos y comerciales.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00451,https://demo-a.example/aviso/demo-00451,https://demo-a.example/aviso/demo-00451,Departamento 4 ambientes en Belgrano,429000,USD,333000,ARS,Blanco Encalada 947,"Belgrano, Capital Federal",Grupo Arcos,152.3,,152.3,,,,,,,,,,2026-06-06,"Departamento de 4 ambientes en Belgrano, sobre Blanco Encalada al 900, con 152 m² cubiertos y 3 dormitorios. Se destaca por su excelente estado, ya que tiene apenas 5 años de antigüedad y está impecable. El edificio cuenta con ascensor, ideal para el día a día. El inmueble ofrece un living comedor amplio, cocina independiente y un baño completo, todo en muy buen mantenimiento. Sin cochera ni amenities, pero con la practicidad de estar en una zona bien conectada, cerca de comercios y transportes. Una oportunidad para vivir cómodamente en uno de los barrios más buscados de la Ciudad.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00452,https://demo-a.example/aviso/demo-00452,https://demo-a.example/aviso/demo-00452,Departamento 3 ambientes en Palermo,359000,USD,,,"Gorriti 1469, Piso 9","Palermo, Capital Federal",Grupo Arcos,81.1,,81.1,3,2,1,5,0,Muy Bueno,Contrafrente,9,"laundry, parrilla",2026-08-14,"Departamento de 3 ambientes en Palermo, sobre Gorriti al 1400. Muy buen estado, al contrafrente, piso 9, con 5 años de antigüedad. Cuenta con 2 dormitorios, un baño completo y 81 m² cubiertos. El edificio ofrece laundry y parrilla para disfrutar. Sin cochera. Ideal para quienes buscan un piso tranquilo y luminoso en una de las mejores zonas de la ciudad.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00453,https://demo-a.example/aviso/demo-00453,https://demo-a.example/aviso/demo-00453,Departamento 4 ambientes en Belgrano,231000,USD,,,"Mendoza 5122, Piso 5","Belgrano, Capital Federal",Norte Propiedades,79.1,,79.1,4,3,2,50,1,Excelente,Frente,5,"gimnasio, seguridad 24 h, sum, parrilla, solarium",2026-07-31,"Departamento en Belgrano, Mendoza al 5100, al frente, piso 5, con 79 metros cuadrados cubiertos. Es un cuatro ambientes de tres dormitorios y dos baños, en excelente estado a pesar de sus 50 años de antigüedad, lo que le da una construcción sólida y bien conservada. Incluye cochera propia y acceso a amenities como gimnasio, SUM, parrilla y solarium, además de seguridad 24 horas. Ideal para quienes quieren un piso luminoso en una zona residencial con todos los servicios cerca.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00454,https://demo-a.example/aviso/demo-00454,https://demo-a.example/aviso/demo-00454,Departamento 4 ambientes en Palermo,402000,USD,449000,ARS,Humboldt 3321,"Palermo, Capital Federal",Estudio Lacroze,102.0,,102.0,,,,,,,,,sum,2026-06-16,"Departamento de 4 ambientes en Palermo, Humboldt al 3300, piso 8 al contrafrente. 102 m² cubiertos, 3 dormitorios y 2 baños, a estrenar y en buen estado general. Sin cochera, pero cuenta con SUM de uso común. Ideal para quienes buscan un dos ambientes con espacios amplios y luminosos, con la tranquilidad de estar en un piso alto sin los ruidos de la calle. La ubicación es inmejorable, a pasos de los bares y parques de Palermo, con todos los servicios a mano. Un departamento que combina modernidad y confort, listo para habitar desde el primer día.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00455,https://demo-a.example/aviso/demo-00455,https://demo-a.example/aviso/demo-00455,Departamento 5 ambientes en Palermo,634000,USD,223000,ARS,Humboldt 2987,"Palermo, Capital Federal",Mirador Propiedades,215.6,,215.6,,,,,,,,,"pileta, seguridad 24 h",2026-08-20,"Departamento de 5 ambientes en el corazón de Palermo, sobre Humboldt al 2900, una de las zonas más buscadas de la ciudad. Se trata de una propiedad muy bien lograda, en muy buen estado y lista para habitar, con una distribución que aprovecha cada metro de sus 216 metros cuadrados cubiertos. Al contrafrente, el silencio y la luminosidad se convierten en los grandes protagonistas, algo difícil de encontrar en la zona.

Son 4 dormitorios amplios, ideales para una familia que necesite espacios diferenciados, y un baño completo. El living comedor es amplio y se integra a la cocina, generando un ambiente bien de loft. Estamos hablando de un piso 5, con una vista que despeja la vista del arbolado de Palermo. El edificio cuenta con seguridad 24 horas y pileta, perfecto para disfrutar los días de calor sin moverte de casa. Si bien no tiene cochera, la ubicación es inmejorable, con todos los servicios y medios de transporte a pocas cuadras. Una oportunidad concreta para quienes buscan calidad de vida y buena ubicación en un barrio con identidad propia.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00456,https://demo-b.example/aviso/demo-00456,https://demo-b.example/aviso/demo-00456,Departamento 5 ambientes en Palermo,623000,USD,223000,ARS,Humboldt 2900,"Palermo, Capital Federal",Casa Nueva Negocios Inmobiliarios,211.5,,211.5,,,,,,,,,"pileta, seguridad 24 h",2026-08-19,"Humboldt al 2900, en pleno Palermo. Departamento de 5 ambientes, 4 dormitorios y 1 baño, en un piso 5 con ascensor. Tiene 212 m² cubiertos y está al contrafrente, lo que garantiza mucha luz y silencio. El inmueble está en muy buen estado, listo para habitar. Cuenta con pileta y seguridad 24 horas, ideal para quienes buscan comodidad y tranquilidad en una zona con todos los servicios a mano. Sin cochera.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": ""demo-00455""}"
demo-a,demo-00457,https://demo-a.example/aviso/demo-00457,https://demo-a.example/aviso/demo-00457,Departamento 1 ambientes en Palermo,183000,USD,259000,ARS,Darregueyra 4083,"Palermo, Capital Federal",Norte Propiedades,35.0,,35.0,,,,,,,,,"parrilla, seguridad 24 h, pileta, sum, laundry",2026-08-23,"Departamento de 1 ambiente en el corazón de Palermo, sobre la calle Darregueyra al 4000. Un inmueble en excelente estado y con muy buena distribución en sus 35 metros cuadrados cubiertos. Está ubicado en el piso 12, lo que le suma mucha luz y vista abierta al barrio, y cuenta con 20 años de antigüedad bien llevados, con terminaciones que se notan cuidadas. El edificio ofrece parrilla, pileta, SUM y laundry, además de seguridad 24 horas para mayor tranquilidad. Tiene un baño completo y está listo para entrar a vivir o para alquilar como inversión. Sin cochera. Ideal para quienes buscan un lugar cómodo y bien conectado en una de las zonas más buscadas de la Ciudad.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00458,https://demo-a.example/aviso/demo-00458,https://demo-a.example/aviso/demo-00458,Departamento 3 ambientes en Palermo,430000,USD,309000,ARS,Ravignani 3531,"Palermo, Capital Federal",Belgrano Brokers,82.3,5,87.3,3,2,1,,0,Excelente,,0,,2026-08-26,"Departamento de 3 ambientes en pleno Palermo, sobre Ravignani al 3500, una ubicación que combina la tranquilidad de una zona residencial con la cercanía de bares, restaurantes y subtes. Se trata de una planta baja ideal para quienes buscan huir de las esperas y disfrutar de un acceso directo desde la vereda.

La propiedad ofrece 82 m² cubiertos más 5 m² de balcón/terraza, con una distribución que aprovecha cada metro. Sus dos dormitorios son amplios y luminosos, y el baño completo está bien resuelto. Al no contar con amenities ni cochera, el costo de expensas se mantiene acotado, algo cada vez más difícil de encontrar en la zona.

Pensada para vivir en pareja, en familia chica o como inversión, esta unidad se destaca por su practicidad. Al estar en planta baja, no hay que depender de ascensor ni de escaleras para el día a día. Una oportunidad concreta para ponerle el ojo a un barrio que no pierde valor.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00459,https://demo-a.example/aviso/demo-00459,https://demo-a.example/aviso/demo-00459,Departamento 5 ambientes en Palermo,567000,USD,202000,ARS,"Fitz Roy 1602, Piso 6","Palermo, Capital Federal",Norte Propiedades,184.6,3,187.6,5,4,1,25,0,Muy Bueno,,6,,2026-08-04,"Departamento de 5 ambientes en pleno corazón de Palermo, sobre Fitz Roy al 1600, en una zona que combina lo mejor de la ciudad: bares, verde y la cercanía al subte. Estamos hablando de un piso 6, luminoso eso sí, pero sin vueltas: con 25 años de antigüedad, el edificio está bien mantenido y el departamento se entrega en muy buen estado, listo para habitar sin grandes reformas.

Con 185 m² cubiertos más 3 m² de balcón/terraza, la distribución es la clásica de los departamentos de categoría de esa época: 4 dormitorios, un baño y espacios amplios que se adaptan tanto a una familia grande como a quien busque tener un escritorio o un cuarto de invitados. No tiene cochera, pero en la cuadra hay posibilidades de alquilar un garage; tampoco suma amenities, aunque la ubicación se encarga de compensarlo con la vida de barrio.

La cocina es amplia y el living, con ventanas al frente, tiene linda proporción. La terraza, chica pero funcional, suma ese detalle para sacar la cabeza al exterior. Ideal para el que priorice la locación y la superficie por sobre los lujos. Consultar por visitas, se atiende a los dueños.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00460,https://demo-a.example/aviso/demo-00460,https://demo-a.example/aviso/demo-00460,Departamento 2 ambientes en Palermo,192000,USD,216000,ARS,"Cabrera 4095, Piso 12","Palermo, Capital Federal",Estudio Lacroze,47.7,8,55.7,2,1,1,2,0,Excelente,,12,,2026-06-19,"Departamento de 2 ambientes en Palermo, sobre la calle Cabrera al 4000. Se trata de un piso 12 con ascensor, lo que garantiza luminosidad y privacidad durante todo el día. Cuenta con un dormitorio, un baño completo y un living-comedor integrado que se abre a un balcón terraza de 8 m², ideal para sumar un espacio al aire libre. La superficie cubierta es de 48 m², bien distribuidos. El edificio tiene apenas 2 años de antigüedad, por lo que se encuentra en excelentes condiciones de mantenimiento y conservación. Sin cochera ni amenities, pero con todos los servicios y la conectividad que ofrece el barrio. Una oportunidad para quienes buscan un departamento moderno, funcional y bien ubicado en una de las zonas más buscadas de la Ciudad.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00461,https://demo-b.example/aviso/demo-00461,https://demo-b.example/aviso/demo-00461,Departamento 2 ambientes en Palermo,211000,USD,,,Serrano 743,"Palermo, Capital Federal",Estudio Lacroze,49.0,,49.0,,,,,,,,,,2026-07-25,"Departamento de 2 ambientes en el corazón de Palermo, sobre la calle Serrano al 700. Piso 4, al frente, con ascensor y una muy linda vista que acompaña la luminosidad del día. Son 49 m2 de superficie cubierta, distribuidos en un living comedor amplio y prolijo, un dormitorio cómodo y un baño completo. El edificio tiene 8 años de antigüedad, lo que se nota en los detalles modernos y en el buen estado general, sin necesidad de meterse en obras grandes. 

La zona es de lo mejor: llena de bares, restaurantes y verde cerca, con el subte y varios colectivos a la vuelta. Al no tener cochera ni amenities, el costo de expensas se mantiene liviano, ideal para quienes buscan un departamento canchero y práctico para estrenar o invertir. Una oportunidad clara para mudarse a Palermo sin pagar de más por un edificio viejo.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00463,https://demo-b.example/aviso/demo-00463,https://demo-b.example/aviso/demo-00463,Departamento 1 ambientes en Palermo,126000,USD,512000,ARS,Bulnes 4792,"Palermo, Capital Federal",Mirador Propiedades,32.6,,32.6,,,,,,,,,"solarium, parrilla",2026-07-28,"Departamento de 1 ambiente en Bulnes al 4700, pleno Palermo. Estamos hablando de un piso 6, así que la vista y la luminosidad están aseguradas, y con ascensor, olvidate de subir escaleras con las bolsas del super. Son 33 metros cuadrados cubiertos, ideales para una pareja joven o para alguien que busca un refugio con buena energía en el barrio.

El edificio cuenta con solarium y parrilla, perfectos para aprovechar los días lindos sin salir de casa. Incluye una cochera, un lujo que en esta zona se agradece muchísimo. La distribución es prolija y funcional, para que cada metro cuadrado rinda. Un dos ambientes (living y dormitorio integrados, o como prefieras jugarle) con baño completo, pensado para arrancar el día con todo o para invertir. Aprovechá que tenés la oportunidad de vivir en una de las zonas más buscadas de la ciudad, con todos los bares, bares y subtes cerca. Consultanos por la visita, la propiedad te está esperando.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00464,https://demo-a.example/aviso/demo-00464,https://demo-a.example/aviso/demo-00464,Departamento 3 ambientes en Palermo,322000,USD,249000,ARS,"Bonpland 1277, Piso 5","Palermo, Capital Federal",Casa Nueva Negocios Inmobiliarios,84.1,,84.1,3,2,1,15,0,Excelente,Frente,5,seguridad 24 h,2026-08-31,"Departamento de 3 ambientes en el corazón de Palermo, sobre Bonpland al 1200. Una oportunidad única para quienes buscan un lugar bien ubicado, en un edificio con seguridad 24 horas y en excelente estado. Son 84 metros cuadrados totalmente al frente, lo que garantiza una muy buena luminosidad durante todo el día. Al contar con ascensor, la comodidad está asegurada para el día a día, y su orientación le da una impronta especial a cada ambiente.

El inmueble tiene 15 años de antigüedad, pero se mantiene impecable y con los servicios de un edificio moderno sin perder la calidez de los builds de esa época. Al no tener cochera, se destaca por su practicidad y porque estás a pasos de toda la movida de Palermo. Ideal para parejas o inversores que buscan un 3 ambientes con dos dormitorios y un baño, pensado para vivir cómodo y cerca de todo. Consultá sin compromiso.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00465,https://demo-a.example/aviso/demo-00465,https://demo-a.example/aviso/demo-00465,Departamento 1 ambientes en Palermo,174000,USD,226000,ARS,"Salguero 5541, Piso 6","Palermo, Capital Federal",Estudio Lacroze,42.0,,42.0,1,0,1,5,0,Bueno,,6,,2026-08-23,"Departamento de 1 ambiente en Palermo, sobre la calle Salguero al 5500. Con 42 m² cubiertos, cuenta con un baño completo y buen estado general. El edificio tiene 5 años de antigüedad y es con ascensor, lo que suma comodidad a la vida diaria. Se trata de una unidad bien distribuida, ideal para quienes buscan un primer hogar o una inversión en una zona de alto valor.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00466,https://demo-b.example/aviso/demo-00466,https://demo-b.example/aviso/demo-00466,Departamento 3 ambientes en Palermo,398000,USD,,,"Thames 5093, Piso 1","Palermo, Capital Federal",Mirador Propiedades,71.5,8,79.5,3,2,1,0,0,A Estrenar,Contrafrente,1,parrilla,2026-08-27,"Departamento de 3 ambientes en Palermo, sobre Thames al 5000, al contrafrente, con 72 m² cubiertos más 8 m² de balcón/terraza. Cuenta con dos dormitorios, un baño completo y parrilla en el balcón. Es un emprendimiento en construcción: las fotos son del modelo y la entrega estimada es para el próximo año. Se trata de una unidad a estrenar, ideal para quienes buscan un dos ambientes funcional con espacio exterior, sin cochera.",true,"{""sintetico"": true, ""caso"": ""pozo"", ""duplicado_de"": null}"
demo-a,demo-00467,https://demo-a.example/aviso/demo-00467,https://demo-a.example/aviso/demo-00467,Departamento 4 ambientes en Belgrano,366000,USD,227000,ARS,"Migueletes 2120, Piso 5","Belgrano, Capital Federal",Casa Nueva Negocios Inmobiliarios,142.4,5,147.4,4,3,3,0,0,Bueno,,5,"laundry, sum, seguridad 24 h",2026-08-02,"Departamento de 4 ambientes en Belgrano, sobre Migueletes al 2100, a estrenar. Se trata de un tercer dormitorio que completa los 3 baños, todo en buen estado general y con terminaciones de calidad. Está en piso 5, con ascensor, y ofrece una superficie cubierta de 142 m² más un balcón terraza de 5 m². El edificio cuenta con amenities como laundry, SUM y seguridad las 24 horas. Sin cochera, pero bien conectado a transporte y comercios del barrio. Ideal para quienes buscan un departamento amplio, luminoso y listo para habitar.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00468,https://demo-b.example/aviso/demo-00468,https://demo-b.example/aviso/demo-00468,Departamento 3 ambientes en Belgrano,202000,USD,287000,ARS,O'Higgins 856,"Belgrano, Capital Federal",Norte Propiedades,77.8,,77.8,3,2,1,45,0,Bueno,Frente,2,"gimnasio, pileta, parrilla",2026-07-18,"Departamento de 3 ambientes en O'Higgins al 800, Belgrano. Totalmente al frente, piso 2 con ascensor, luz natural todo el día. Tiene 78 m² cubiertos, dos dormitorios y un baño completo. Ideal para quien busca un lugar bien ubicado, cerca de todo, con los amenities que hacen la diferencia: gimnasio, pileta y parrilla para disfrutar sin salir del edificio. Cuenta con 45 años de antigüedad, pero su distribución clásica y la tranquilidad del barrio lo convierten en una opción a considerar. Sin cochera, pero con fácil estacionamiento en la zona. Consultá por visita.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00469,https://demo-a.example/aviso/demo-00469,https://demo-a.example/aviso/demo-00469,Departamento 4 ambientes en Palermo,359000,USD,223000,ARS,"Fitz Roy 5804, Piso 15","Palermo, Capital Federal",Estudio Lacroze,93.6,12,105.6,4,3,2,12,0,Excelente,Frente,15,gimnasio,2026-07-29,"Departamento de 4 ambientes al frente, en pleno Palermo, sobre Fitz Roy al 5800. Son 94 metros cuadrados cubiertos más 12 de balcón terraza que suman un lindo pulmón al aire libre, con una vista que acompaña el día a día. Estamos hablando de un piso 15, así que la luminosidad y el aire corren por todos los ambientes.

El layout es cómodo y bien pensado: 3 dormitorios, 2 baños y un living comedor amplio que se integra a la cocina, ideal para vivir sin vueltas. El edificio tiene gimnasio, un plus para no moverte de casa. Son 12 años de antigüedad, con buena construcción, y la zona es de lo mejor: lleno de bares, plazas y subtes cerca. No incluye cochera, pero en Palermo te manejás igual. Una oportunidad para los que buscan meterse en un departamento con carácter, bien iluminado y con ese aire de Buenos Aires que tanto se disfruta.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00470,https://demo-a.example/aviso/demo-00470,https://demo-a.example/aviso/demo-00470,Departamento 2 ambientes en Palermo,235000,USD,220000,ARS,"Serrano 2989, Piso 15","Palermo, Capital Federal",Mirador Propiedades,47.4,12,59.4,2,1,1,5,0,Bueno,,15,"sum, laundry, parrilla",2026-04-30,"Departamento de 2 ambientes en el corazón de Palermo, sobre Serrano al 2900, en una zona llena de vida comercial y lindero a los bosques. Se trata de una unidad en **buen estado general**, ubicada en un **piso 15** con una vista despejada que se aprovecha desde el balcón/terraza de 12 m², ideal para disfrutar al aire libre sin salir de casa. El inmueble tiene 47 m² cubiertos bien distribuidos: living comedor, cocina separada, un dormitorio y un baño completo. 

La propiedad cuenta con **5 años de antigüedad**, lo que la convierte en una opción moderna pero con los gastos y el mantenimiento de un edificio joven. Entre sus comodidades se destacan el SUM, la laundry y una parrilla para compartir con amigos o relajar los fines de semana. Sin lugar a dudas, una gran oportunidad para quienes buscan un departamento eficiente, luminoso y en una de las zonas más buscadas de la ciudad, con todos los servicios a la vuelta de la esquina. Ideal para parejas o como inversión.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00471,https://demo-a.example/aviso/demo-00471,https://demo-a.example/aviso/demo-00471,Departamento 2 ambientes en Palermo,83000,USD,148000,ARS,Juncal 4206,"Palermo, Capital Federal",Estudio Lacroze,43.5,,43.5,,,,,,,,,"gimnasio, pileta, laundry, parrilla, sum",2026-08-13,"Departamento de 2 ambientes en Juncal al 4200, Palermo. Cuenta con 44 m² cubiertos, un dormitorio y un baño. Está al frente, con buena luz natural. Se entrega a refaccionar, ideal para ponerlo a tu gusto y sumarle valor. El edificio ofrece gimnasio, pileta, laundry, parrilla y SUM. Sin cochera. Es una oportunidad única con precio promocional por tiempo limitado, pensada para quienes buscan invertir en una de las mejores zonas de la ciudad. No dejes pasar esta chance. Consultanos.",false,"{""sintetico"": true, ""caso"": ""promocional"", ""duplicado_de"": null}"
